location_id,addressLine1,city,state,zipCode,county,longitude,latitude
120,15046 Middle Fairway Dr,Spring Hill,FL,34609,Hernando,-82.480683,28.496762
121,5612 Little Mill Pkwy,Buford,GA,30518,Gwinnett,-84.020993,34.135399
122,1177 Cardenas Dr SE,Albuquerque,NM,87108,Bernalillo,-106.579806,35.060425
123,12024 Lucile St,Culver City,CA,90230,Los Angeles,-118.407759,33.984916
124,106 S Myrtle Ave,Willard,OH,44890,Huron,-82.726308,41.056957
125,68 Temple St,Whitman,MA,2382,Plymouth County,-70.940048,42.080143
126,1551 2nd St,Plainwell,MI,49080,Allegan,-85.560698,42.534446
127,40 Drucker Ln,Old Monroe,MO,63369,Lincoln,-90.781086,38.93469
128,4460 Park View Dr,Schnecksville,PA,18078,Lehigh,-75.600877,40.667259
129,7003 Dogwood Rd,Windsor Mill,MD,21244,Baltimore,-76.754143,39.32143
130,1172 Brookhaven Gln NE,Brookhaven,GA,30319,Dekalb,-84.341239,33.879929
131,4150 Amy Dr,Fowlerville,MI,48836,Livingston,-84.05129,42.663027
132,807809 Ave SE,Gainesville,FL,32601,Alachua County,-82.31614,29.646218
133,350 W 50th St,New York,NY,10019,New York County,-73.988492,40.762882
134,4039 Holstein Hl,Columbus,GA,31904,Muscogee,-84.97428,32.504851
135,18 St John St,Old Orchard Beach,ME,4064,York County,-70.381176,43.516292
136,235 Church St,Hyndman,PA,15545,Bedford,-78.726257,39.824039
137,116 Sewall St,Shrewsbury,MA,1545,Worcester,-71.748077,42.309654
138,3823 Siskin Dr,Kissimmee,FL,34744,Osceola,-81.288127,28.347368
139,1222 E 31st St,Savannah,GA,31404,Chatham,-81.079173,32.056739
140,3460 Pete Miller Ct N,Stillwater,MN,55082,Washington,-92.800667,44.999952
141,114 Longwood Ave,Brookline,MA,2446,Norfolk,-71.115387,42.341038
142,3518 Kennedy Dr,Pearland,TX,77584,Brazoria,-95.359713,29.531836
143,6651 Solitary Ave,Las Vegas,NV,89110,Clark,-115.026995,36.159626
144,3226 Oak Mountain Trl,San Angelo,TX,76904,Tom Green,-100.493605,31.412454
145,5701 Post Oak Trl,Bessemer,AL,35022,Jefferson,-86.979624,33.335351
146,10310 S Ocean Dr,Jensen Beach,FL,34957,St. Lucie,-80.206613,27.27623
147,5055 S Dale Mabry Hwy,Tampa,FL,33611,Hillsborough,-82.508786,27.891798
148,125 Crown Dr,Easton,PA,18040,Northampton,-75.215844,40.729936
149,1540 Tutwiler Ave,Memphis,TN,38107,Shelby,-90.007283,35.155604
150,1117 Quincy St SE,Albuquerque,NM,87108,Bernalillo,-106.589781,35.064762
151,4460 40th Ave,Sacramento,CA,95824,Sacramento,-121.454078,38.516434
152,PO Box 2223,Wildwood,NJ,8260,Cape May,-74.825826,38.995519
153,182 Ridgefield Dr,York,PA,17403,York,-76.720432,39.918037
154,4 Northlake Rd,Columbia,SC,29223,Richland County,-80.922189,34.103826
155,905 Woodhollow Dr,Marlton,NJ,8053,Burlington,-74.945933,39.91391
156,1429 W 19th Ave,Apache Junction,AZ,85120,Pinal,-111.561584,33.397633
157,14907 Lake Woodbridge Ct,Sugar Land,TX,77498,Fort Bend,-95.645094,29.65261
158,9805R Pepper Tree Trl,Wildwood,FL,34785,Sumter,-82.042633,28.90119
159,103 202nd St SE,Bothell,WA,98012,Snohomish,-122.230908,47.814543
160,2233 W 80th Pl,Chicago,IL,60620,Cook,-87.679441,41.74716
161,2625 Skyline Dr,Signal Hill,CA,90755,Los Angeles,-118.160488,33.799187
162,38629 S Desert Bluff Dr,Tucson,AZ,85739,Pinal,-110.888642,32.525865
163,7717 Whispering Wind Dr,Land O Lakes,FL,34637,Pasco,-82.468179,28.269832
164,314 Ashley Ave,Charleston,SC,29403,Charleston,-79.95079,32.794621
165,19833 Foxborough Dr,Mokena,IL,60448,Will,-87.913632,41.5287
166,300 N Buchanan St,Olathe,KS,66061,Johnson,-94.807026,38.885346
167,PO Box 24815,Nashville,TN,37202,Davidson,-86.783,36.1585
168,480 Main St,Presque Isle,ME,4769,Aroostook,-68.015361,46.6817
169,6063 Marsh Cir,Loveland,OH,45140,Clermont,-84.194995,39.213942
170,4500 Harbr Pt Blvd,Mukilteo,WA,98275,Snohomish,-122.300113,47.920346
171,3040 Quail Run Rd,Pahrump,NV,89060,Nye,-116.068736,36.261065
172,18229 Sandy Cove Ln,Westfield,IN,46074,Hamilton,-86.180168,40.052828
173,1011 Salvia Ln,Joliet,IL,60431,Kendall,-88.272538,41.540039
174,6291 Ridgeview Blvd,North Ridgeville,OH,44039,Lorain,-82.010789,41.398296
175,5 Squaw Valley Ct,Vernon,NJ,7462,Sussex,-74.513961,41.186361
176,1508 Foppiano Loop,Round Rock,TX,78665,Williamson,-97.629678,30.508338
177,316 Abington Woods Dr,Aurora,IL,60502,Dupage,-88.259314,41.758717
178,1719 Alder Rd,Franklin,IN,46131,Johnson,-86.077051,39.4958
179,17 Arden Dr,London,KY,40741,Laurel,-84.148987,37.067421
180,388 E Gates St,Columbus,OH,43206,Franklin,-82.985326,39.937554
181,704 Whidby Ave,Port Angeles,WA,98362,Clallam,-123.429516,48.102993
182,1802 Kuser Rd,Trenton,NJ,8690,Mercer,-74.690852,40.206166
183,5712 Bunning Dr,Louisville,KY,40272,Jefferson,-85.870411,38.090505
184,608 Doyle Rd,Laingsburg,MI,48848,Shiawassee,-84.347659,42.892628
185,2635 Danielsville Rd,Athens,GA,30601,Clarke,-83.341809,34.018171
186,PO Box 4689,West Covina,CA,91791,Los Angeles,-117.892583,34.063236
187,6008 E 12th Ter,Kansas City,MO,64126,Jackson,-94.511755,39.096795
188,7306 Dazzle Point St,North Las Vegas,NV,89084,Clark,-115.202072,36.293159
189,10102 Anzac Ave,Los Angeles,CA,90002,Los Angeles,-118.237548,33.944813
190,5555 S 110th St,Hales Corners,WI,53130,Milwaukee,-88.050758,42.94337
191,607 Bizzell Ave,Mobile,AL,36603,Mobile,-88.069831,30.704563
192,138 Woodside Meadow Rd,York,ME,3909,York,-70.686743,43.126502
193,4063 Owsley St,Columbus,OH,43207,Franklin,-82.976887,39.879659
194,908 Overlook Pl,Mc Kees Rocks,PA,15136,Allegheny,-80.073162,40.48026
195,3528 E 2nd St,Tucson,AZ,85716,Pima,-110.917292,32.234336
196,701 Klevin St,Anchorage,AK,99508,Anchorage,-149.802609,61.215941
197,57 Maple Ave,Windham,CT,6226,Windham County,-72.209396,41.714295
198,7760 E Via,Tucson,AZ,85750,Pima,-110.826956,32.305924
199,3343 Perlita Ave,Los Angeles,CA,90039,Los Angeles,-118.255419,34.116693
200,81 Autumn Dr,Bangor,PA,18013,Northampton,-75.154428,40.930039
201,22823 Dry Creek Rd,Diamond Bar,CA,91765,Los Angeles,-117.816152,34.029585
202,150 Harbor Creek Dr,Memphis,TN,38103,Shelby,-90.052111,35.173463
203,1804 Broad St,Camden,SC,29020,Kershaw,-80.607687,34.260645
204,4 Dellwood Rd,Worcester,MA,1602,Worcester,-71.844536,42.27769
205,340 S Fordham Ave,Aurora,IL,60506,Kane,-88.342149,41.754356
206,296 Fawn Meadow Dr,Batavia,OH,45103,Clermont,-84.124347,39.057134
207,58612 Sharon Blvd,Rayland,OH,43943,Jefferson,-80.7166,40.156544
208,1235 Reserve Way,Naples,FL,34105,Collier County,-81.738793,26.208357
209,105 Towergate Pl,Atlanta,GA,30350,Fulton,-84.347529,33.987402
210,1385 Brookwood Forest Blvd,Jacksonville,FL,32225,Duval County,-81.532249,30.343341
211,3008 Wynford Sta SW,Marietta,GA,30064,Cobb,-84.640152,33.920668
212,1347 Gill Ave,Memphis,TN,38106,Shelby,-90.017662,35.107395
213,3252 Windwood St,Evans,GA,30809,Columbia,-82.19957,33.54599
214,1594 Mallard Dr,Corinth,TX,76210,Denton,-97.088127,33.136828
215,4520 FM 546,Princeton,TX,75407,Collin,-96.526058,33.137903
216,4118 Harrison St,Whitehall,PA,18052,Lehigh,-75.525355,40.683401
217,1660 Benhill Dr,Snellville,GA,30078,Gwinnett,-84.020371,33.880587
218,7803 46th Ave N,Saint Petersburg,FL,33709,Pinellas,-82.745756,27.813805
219,1909 Champion St,Savannah,GA,31405,Chatham,-81.140947,32.0427
220,938 E 2750 N,Ogden,UT,84414,Weber,-111.950663,41.310359
221,1649 Cleveland Ave,Lincoln Park,MI,48146,Wayne,-83.188177,42.248799
222,900 Pine Creek Rd,Tonasket,WA,98855,Okanogan,-119.635616,48.647588
223,PO Box 1369,El Paso,TX,79948,El Paso,-106.4876,31.7601
224,1475 Rebecca Dr,Hoffman Estates,IL,60169,Cook,-88.125536,42.05384
225,4435 Fish Factory Rd SE,Southport,NC,28461,Brunswick,-78.062853,33.934761
226,13651 Portofino Dr,Del Mar,CA,92014,San Diego,-117.244175,32.947489
227,9500 Shore Dr,Myrtle Beach,SC,29572,Horry,-78.791914,33.758132
228,415 Lakeridge Ct,Covington,GA,30016,Newton,-83.963918,33.600687
229,1714 Margarita Ln,Rio Bravo,TX,78046,Webb,-99.489908,27.36643
230,3344 W 4800 S,Roy,UT,84067,Weber,-112.060978,41.17639
231,6708 May Shower Dr,Austin,TX,78744,Travis,-97.729183,30.170046
232,523 Harrison Ave,Canon City,CO,81212,Fremont,-105.241855,38.443565
233,3118 Carnaby Ln,Bridgeton,MO,63044,Saint Louis,-90.417493,38.727543
234,610 Calco Ave,Reading,PA,19608,Berks,-76.033727,40.312403
235,627 Somerstone Dr,Valrico,FL,33594,Hillsborough,-82.228183,27.948487
236,1377 E Windsor Rd,Glendale,CA,91205,Los Angeles,-118.234578,34.138055
237,820 W 3rd St,Austin,TX,78701,Travis,-97.753082,30.268546
238,715 Scioto Meadows Blvd,Grove City,OH,43123,Franklin,-83.026015,39.828865
239,25 Butternut St,Lyons,NY,14489,Wayne,-76.996534,43.064931
240,9807 Sunbeam Dr,New Port Richey,FL,34654,Pasco,-82.652758,28.311637
241,4264 N Rogers Rd,Spring Valley,CA,91977,San Diego,-116.992129,32.755611
242,98 63rd Dr,Rego Park,NY,11374,Queens,-73.862337,40.730076
243,20335 W Country Club Dr,Aventura,FL,33180,Miami-Dade,-80.137756,25.963956
244,106 Sable Trace Trl,Acworth,GA,30102,Cherokee,-84.597642,34.103285
245,1926 Bellarbor Cir,Crofton,MD,21114,Anne Arundel,-76.674717,39.014661
246,1424 Weir Dr,Saint Paul,MN,55125,Washington,-92.968574,44.928258
247,7486 Mallard Ct,Indianapolis,IN,46260,Marion,-86.186514,39.889947
248,102 Cemetery St,Littlestown,PA,17340,Adams,-77.087709,39.742331
249,37 Continental Dr,Rochester,NY,14618,Monroe,-77.561283,43.12554
250,9614 Sandpiper Shores Way,Royal Palm Beach,FL,33411,Palm Beach,-80.196277,26.710602
251,11627 Moonsail Dr,Parrish,FL,34219,Manatee County,-82.476791,27.617954
252,4730 Bee Ridge Rd,Sarasota,FL,34233,Sarasota,-82.473743,27.297792
253,1819 Perrone Cir,San Jose,CA,95116,Santa Clara,-121.853053,37.357199
254,925 Mcdole Dr,Sugar Grove,IL,60554,Kane,-88.412588,41.790088
255,102 Puddle Duck Cir,Summerville,SC,29485,Dorchester,-80.230744,32.949762
256,4413 Nw 69th St,Gainesville,FL,32606,Alachua,-82.41629,29.695386
257,3007 Blair St,Durham,NC,27704,Durham,-78.873913,36.03646
258,1204 Quinella Dr,Billings,MT,59101,Yellowstone,-108.394967,45.819912
259,2373 Shadow Bend Dr,Columbus,IN,47201,Bartholomew,-85.951437,39.165445
260,2822 Moultrie Creek Dr,Kissimmee,FL,34743,Osceola,-81.327883,28.346733
261,1251 Long Cove Loop,Davenport,FL,33896,Osceola County,-81.648928,28.272469
262,3348 Ellsworth Dr,Greenville,NC,27834,Pitt,-77.419255,35.593957
263,3033 Conner Way,San Diego,CA,92117,San Diego,-117.218848,32.817601
264,14380 W California Ave,Kerman,CA,93630,Fresno,-120.049678,36.721327
265,146 S Main St,Ashley,PA,18706,Luzerne,-75.905283,41.20824
266,1117 Turkey Foot Rd,Lexington,KY,40502,Fayette,-84.489914,38.00764
267,5035 East St,Forest Park,GA,30297,Clayton,-84.361159,33.617062
268,2201 Newport St,Mcallen,TX,78501,Hidalgo,-98.246128,26.193313
269,2978 Poplar St,Naples,FL,34112,Collier,-81.773888,26.125786
270,3308 4th St NW,Albuquerque,NM,87107,Bernalillo,-106.645256,35.116428
271,2236 E 29th St,Lorain,OH,44055,Lorain,-82.118082,41.444431
272,202 Kay Cir,Canastota,NY,13032,Madison,-75.761107,43.08072
273,925 Lakeshore Dr,Cedar Falls,IA,50613,Black Hawk,-92.483494,42.545736
274,10260 Olivewood Way,Estero,FL,33928,Lee,-81.784156,26.441159
275,27721 Peninsula Dr,Lake Arrowhead,CA,92352,San Bernardino County,-117.19909,34.259623
276,11984 88th Ave N,Maple Grove,MN,55369,Hennepin,-93.433157,45.114745
277,7101 Waljim St,Tyler,TX,75703,Smith,-95.313533,32.272966
278,1320 W 58th Pl,Los Angeles,CA,90044,Los Angeles,-118.298853,33.988094
279,3818 N Tazewell St,Arlington,VA,22207,Arlington,-77.125858,38.9242
280,480 Bray Central Dr,Allen,TX,75013,Collin,-96.684363,33.105712
281,1922 Three Branches Rd,Lugoff,SC,29078,Kershaw,-80.772514,34.257836
282,25819 W Kendall St,Buckeye,AZ,85326,Maricopa,-112.606362,33.42039
283,8200 Fern Bluff Ave,Round Rock,TX,78681,Williamson,-97.725593,30.522097
284,4 Man O War Dr,Marathon,FL,33050,Monroe,-81.077911,24.701259
285,722 Nimitz Blvd,Lehigh Acres,FL,33974,Lee,-81.609946,26.536791
286,501 E Main St,Clarksburg,WV,26301,Harrison,-80.326147,39.275055
287,9915 Holly Tree Dr,Charlotte,NC,28215,Cabarrus,-80.666392,35.278387
288,980 Mooring Ave,Altamonte Springs,FL,32714,Seminole,-81.421287,28.6739
289,17940 Majestic Elm Ln,Elgin,TX,78621,Travis,-97.430629,30.350748
290,1659 Munroe Falls Ave,Cuyahoga Falls,OH,44221,Summit,-81.459185,41.141585
291,3510 Conrad Ln,Katy,TX,77449,Harris,-95.726192,29.821041
292,16148 Compton Palms Dr,Tampa,FL,33647,Hillsborough,-82.389359,28.106002
293,193 Mill Creek Rd,Newport,NC,28570,Carteret,-76.838367,34.779365
294,125 Prince George St,Bensalem,PA,19020,Bucks,-74.942819,40.068746
295,740 Hidden Creek Rd,Arcata,CA,95521,Humboldt,-124.077007,40.883797
296,356 Daisy Rd,Pharr,TX,78577,Hidalgo,-98.193233,26.175144
297,804 N Bedford Dr,Beverly Hills,CA,90210,Los Angeles,-118.415662,34.076863
298,1803 Broadway,Nashville,TN,37203,Davidson,-86.795056,36.1513
299,754 Park Ave NW,Norton,VA,24273,Norton City,-82.629107,36.933898
300,1539 E 27th St,Brooklyn,NY,11229,Kings,-73.946942,40.61324
301,501 Moondale Dr,El Paso,TX,79912,El Paso County,-106.516782,31.836218
302,5551 Camelford Ter,Sarasota,FL,34233,Sarasota,-82.449746,27.273446
303,4544 Brinkman St,Houston,TX,77018,Harris,-95.416012,29.830799
304,6629 7th Ave,Los Angeles,CA,90043,Los Angeles,-118.324833,33.979411
305,1003 S 2nd St,Union City,TN,38261,Obion,-89.058957,36.417896
306,3273 Forest Ridge Rd,Roanoke,VA,24018,Roanoke,-79.996113,37.215967
307,4349 Armeda Ave,Fort Myers,FL,33905,Lee,-81.825208,26.666131
308,7219 W Myrtle Ave,Chicago,IL,60631,Cook,-87.807629,41.993289
309,25900 Fran Lou Dr,Moreno Valley,CA,92557,Riverside,-117.211575,33.958986
310,115 Peebles Rd,Shelbyville,TN,37160,Bedford County,-86.532361,35.420068
311,566 S State St,Painesville,OH,44077,Lake,-81.23381,41.716544
312,42 Raintree Ln,Spring Lake,NC,28390,Cumberland,-78.984041,35.29041
313,23089 E Camina Buena Vis,Queen Creek,AZ,85142,Maricopa,-111.585136,33.23761
314,35987 Novio Ct,Rancho Mirage,CA,92270,Riverside,-116.447178,33.787347
315,1650 Balmoral Dr,Detroit,MI,48203,Wayne,-83.123627,42.434439
316,674 Bellevue Ave,Akron,OH,44307,Summit,-81.547329,41.073928
317,1815 Ranchland Dr NW,Conover,NC,28613,Catawba,-81.236354,35.736448
318,1331 Winona Dr,San Jose,CA,95125,Santa Clara,-121.900783,37.294486
319,857 4th St,Santa Monica,CA,90403,Los Angeles,-118.503014,34.023479
320,185 Magee Ave,Rochester,NY,14613,Monroe,-77.635273,43.189906
321,22100 Dante Unit Bldg F St,Oak Park,MI,48237,Oakland,-83.178912,42.458745
322,10607 Odyssey Ct,Houston,TX,77099,Harris,-95.587548,29.664269
323,5 Wall St,Dryden,NY,13053,Tompkins,-76.306213,42.490963
324,938 Hartwood Dr,Streamwood,IL,60107,Cook,-88.15898,42.012632
325,12125 Sierra Sunset Ln,Gainesville,VA,20155,Prince William,-77.612845,38.777065
326,451 Hubbard Rd,Galloway,OH,43119,Franklin,-83.232877,39.956504
327,857 Summit Ridge Rd,Dandridge,TN,37725,Jefferson,-83.434079,36.010999
328,2072 Murphy Dr,San Pablo,CA,94806,Contra Costa,-122.319107,38.002759
329,5714 Scarritt Ave,Kansas City,MO,64123,Jackson,-94.514241,39.114254
330,8068 Westwood Cir,Ocean Springs,MS,39564,Jackson,-88.739906,30.364889
331,308 Tanner Ct,Kernersville,NC,27284,Forsyth,-80.061358,36.140098
332,2935 Beach Channel Dr,Far Rockaway,NY,11691,Queens,-73.764978,40.5989
333,2160 Prestwick Dr,Uniontown,OH,44685,Summit,-81.441125,40.95913
334,205 Anguilla Ave,Saint Simons Island,GA,31522,Glynn,-81.397794,31.144426
335,5904 Chevelle Dr,Jacksonville,FL,32244,Duval,-81.790814,30.242037
336,8367 S 1890 W,West Jordan,UT,84088,Salt Lake,-111.942158,40.599267
337,225 E Hinds Ave,Sherrill,NY,13461,Oneida,-75.597483,43.069138
338,1595 Fifth Ave,Belmont,CA,94002,San Mateo County,-122.2695,37.514733
339,721 N 3rd St,Arkansas City,KS,67005,Cowley,-97.043162,37.070404
